metapath	metaedge	metaedge_abbrev	position	length
CiPCiCbGaD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCbGaD	Compound - binds - Gene	CbG	3	4
CiPCiCbGaD	Disease - associates - Gene	DaG	4	4
CiPCiCbGdD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCbGdD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCbGdD	Compound - binds - Gene	CbG	3	4
CiPCiCbGdD	Disease - downregulates - Gene	DdG	4	4
CiPCiCbGuD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCbGuD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCbGuD	Compound - binds - Gene	CbG	3	4
CiPCiCbGuD	Disease - upregulates - Gene	DuG	4	4
CiPCiCdGaD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCdGaD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCdGaD	Compound - downregulates - Gene	CdG	3	4
CiPCiCdGaD	Disease - associates - Gene	DaG	4	4
CiPCiCdGdD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCdGdD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCdGdD	Compound - downregulates - Gene	CdG	3	4
CiPCiCdGdD	Disease - downregulates - Gene	DdG	4	4
CiPCiCdGuD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCdGuD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCdGuD	Compound - downregulates - Gene	CdG	3	4
CiPCiCdGuD	Disease - upregulates - Gene	DuG	4	4
CiPCiCpDrD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCpDrD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCpDrD	Compound - palliates - Disease	CpD	3	4
CiPCiCpDrD	Disease - resembles - Disease	DrD	4	4
CiPCiCrCpD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCrCpD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCrCpD	Compound - resembles - Compound	CrC	3	4
CiPCiCrCpD	Compound - palliates - Disease	CpD	4	4
CiPCiCrCtD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCrCtD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCrCtD	Compound - resembles - Compound	CrC	3	4
CiPCiCrCtD	Compound - treats - Disease	CtD	4	4
CiPCiCtDrD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCtDrD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCtDrD	Compound - treats - Disease	CtD	3	4
CiPCiCtDrD	Disease - resembles - Disease	DrD	4	4
CiPCiCuGaD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCuGaD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCuGaD	Compound - upregulates - Gene	CuG	3	4
CiPCiCuGaD	Disease - associates - Gene	DaG	4	4
CiPCiCuGdD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCuGdD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCuGdD	Compound - upregulates - Gene	CuG	3	4
CiPCiCuGdD	Disease - downregulates - Gene	DdG	4	4
CiPCiCuGuD	Pharmacologic Class - includes - Compound	PCiC	1	4
CiPCiCuGuD	Pharmacologic Class - includes - Compound	PCiC	2	4
CiPCiCuGuD	Compound - upregulates - Gene	CuG	3	4
CiPCiCuGuD	Disease - upregulates - Gene	DuG	4	4
CpDaG<rGaD	Compound - palliates - Disease	CpD	1	4
CpDaG<rGaD	Disease - associates - Gene	DaG	2	4
CpDaG<rGaD	Gene > regulates > Gene	GrG	3	4
CpDaG<rGaD	Disease - associates - Gene	DaG	4	4
CpDaG<rGdD	Compound - palliates - Disease	CpD	1	4
CpDaG<rGdD	Disease - associates - Gene	DaG	2	4
CpDaG<rGdD	Gene > regulates > Gene	GrG	3	4
CpDaG<rGdD	Disease - downregulates - Gene	DdG	4	4
CpDaG<rGuD	Compound - palliates - Disease	CpD	1	4
CpDaG<rGuD	Disease - associates - Gene	DaG	2	4
CpDaG<rGuD	Gene > regulates > Gene	GrG	3	4
CpDaG<rGuD	Disease - upregulates - Gene	DuG	4	4
CpDaGaDrD	Compound - palliates - Disease	CpD	1	4
CpDaGaDrD	Disease - associates - Gene	DaG	2	4
CpDaGaDrD	Disease - associates - Gene	DaG	3	4
CpDaGaDrD	Disease - resembles - Disease	DrD	4	4
CpDaGbCpD	Compound - palliates - Disease	CpD	1	4
CpDaGbCpD	Disease - associates - Gene	DaG	2	4
CpDaGbCpD	Compound - binds - Gene	CbG	3	4
CpDaGbCpD	Compound - palliates - Disease	CpD	4	4
CpDaGbCtD	Compound - palliates - Disease	CpD	1	4
CpDaGbCtD	Disease - associates - Gene	DaG	2	4
CpDaGbCtD	Compound - binds - Gene	CbG	3	4
CpDaGbCtD	Compound - treats - Disease	CtD	4	4
CpDaGcGaD	Compound - palliates - Disease	CpD	1	4
CpDaGcGaD	Disease - associates - Gene	DaG	2	4
CpDaGcGaD	Gene - covaries - Gene	GcG	3	4
CpDaGcGaD	Disease - associates - Gene	DaG	4	4
CpDaGcGdD	Compound - palliates - Disease	CpD	1	4
CpDaGcGdD	Disease - associates - Gene	DaG	2	4
CpDaGcGdD	Gene - covaries - Gene	GcG	3	4
CpDaGcGdD	Disease - downregulates - Gene	DdG	4	4
CpDaGcGuD	Compound - palliates - Disease	CpD	1	4
CpDaGcGuD	Disease - associates - Gene	DaG	2	4
CpDaGcGuD	Gene - covaries - Gene	GcG	3	4
CpDaGcGuD	Disease - upregulates - Gene	DuG	4	4
CpDaGdAlD	Compound - palliates - Disease	CpD	1	4
CpDaGdAlD	Disease - associates - Gene	DaG	2	4
CpDaGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CpDaGdAlD	Disease - localizes - Anatomy	DlA	4	4
CpDaGdCpD	Compound - palliates - Disease	CpD	1	4
CpDaGdCpD	Disease - associates - Gene	DaG	2	4
CpDaGdCpD	Compound - downregulates - Gene	CdG	3	4
CpDaGdCpD	Compound - palliates - Disease	CpD	4	4
CpDaGdCtD	Compound - palliates - Disease	CpD	1	4
CpDaGdCtD	Disease - associates - Gene	DaG	2	4
CpDaGdCtD	Compound - downregulates - Gene	CdG	3	4
CpDaGdCtD	Compound - treats - Disease	CtD	4	4
CpDaGdDrD	Compound - palliates - Disease	CpD	1	4
CpDaGdDrD	Disease - associates - Gene	DaG	2	4
CpDaGdDrD	Disease - downregulates - Gene	DdG	3	4
CpDaGdDrD	Disease - resembles - Disease	DrD	4	4
CpDaGeAlD	Compound - palliates - Disease	CpD	1	4
CpDaGeAlD	Disease - associates - Gene	DaG	2	4
CpDaGeAlD	Anatomy - expresses - Gene	AeG	3	4
CpDaGeAlD	Disease - localizes - Anatomy	DlA	4	4
CpDaGiGaD	Compound - palliates - Disease	CpD	1	4
CpDaGiGaD	Disease - associates - Gene	DaG	2	4
CpDaGiGaD	Gene - interacts - Gene	GiG	3	4
CpDaGiGaD	Disease - associates - Gene	DaG	4	4
CpDaGiGdD	Compound - palliates - Disease	CpD	1	4
CpDaGiGdD	Disease - associates - Gene	DaG	2	4
CpDaGiGdD	Gene - interacts - Gene	GiG	3	4
CpDaGiGdD	Disease - downregulates - Gene	DdG	4	4
CpDaGiGuD	Compound - palliates - Disease	CpD	1	4
CpDaGiGuD	Disease - associates - Gene	DaG	2	4
CpDaGiGuD	Gene - interacts - Gene	GiG	3	4
CpDaGiGuD	Disease - upregulates - Gene	DuG	4	4
CpDaGr>GaD	Compound - palliates - Disease	CpD	1	4
CpDaGr>GaD	Disease - associates - Gene	DaG	2	4
CpDaGr>GaD	Gene > regulates > Gene	GrG	3	4
CpDaGr>GaD	Disease - associates - Gene	DaG	4	4
CpDaGr>GdD	Compound - palliates - Disease	CpD	1	4
CpDaGr>GdD	Disease - associates - Gene	DaG	2	4
CpDaGr>GdD	Gene > regulates > Gene	GrG	3	4
CpDaGr>GdD	Disease - downregulates - Gene	DdG	4	4
CpDaGr>GuD	Compound - palliates - Disease	CpD	1	4
CpDaGr>GuD	Disease - associates - Gene	DaG	2	4
CpDaGr>GuD	Gene > regulates > Gene	GrG	3	4
CpDaGr>GuD	Disease - upregulates - Gene	DuG	4	4
CpDaGuAlD	Compound - palliates - Disease	CpD	1	4
CpDaGuAlD	Disease - associates - Gene	DaG	2	4
CpDaGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CpDaGuAlD	Disease - localizes - Anatomy	DlA	4	4
CpDaGuCpD	Compound - palliates - Disease	CpD	1	4
CpDaGuCpD	Disease - associates - Gene	DaG	2	4
CpDaGuCpD	Compound - upregulates - Gene	CuG	3	4
CpDaGuCpD	Compound - palliates - Disease	CpD	4	4
CpDaGuCtD	Compound - palliates - Disease	CpD	1	4
CpDaGuCtD	Disease - associates - Gene	DaG	2	4
CpDaGuCtD	Compound - upregulates - Gene	CuG	3	4
CpDaGuCtD	Compound - treats - Disease	CtD	4	4
CpDaGuDrD	Compound - palliates - Disease	CpD	1	4
CpDaGuDrD	Disease - associates - Gene	DaG	2	4
CpDaGuDrD	Disease - upregulates - Gene	DuG	3	4
CpDaGuDrD	Disease - resembles - Disease	DrD	4	4
CpDdG<rGaD	Compound - palliates - Disease	CpD	1	4
CpDdG<rGaD	Disease - downregulates - Gene	DdG	2	4
CpDdG<rGaD	Gene > regulates > Gene	GrG	3	4
CpDdG<rGaD	Disease - associates - Gene	DaG	4	4
CpDdG<rGdD	Compound - palliates - Disease	CpD	1	4
CpDdG<rGdD	Disease - downregulates - Gene	DdG	2	4
CpDdG<rGdD	Gene > regulates > Gene	GrG	3	4
CpDdG<rGdD	Disease - downregulates - Gene	DdG	4	4
CpDdG<rGuD	Compound - palliates - Disease	CpD	1	4
CpDdG<rGuD	Disease - downregulates - Gene	DdG	2	4
CpDdG<rGuD	Gene > regulates > Gene	GrG	3	4
CpDdG<rGuD	Disease - upregulates - Gene	DuG	4	4
CpDdGaDrD	Compound - palliates - Disease	CpD	1	4
CpDdGaDrD	Disease - downregulates - Gene	DdG	2	4
CpDdGaDrD	Disease - associates - Gene	DaG	3	4
CpDdGaDrD	Disease - resembles - Disease	DrD	4	4
CpDdGbCpD	Compound - palliates - Disease	CpD	1	4
CpDdGbCpD	Disease - downregulates - Gene	DdG	2	4
CpDdGbCpD	Compound - binds - Gene	CbG	3	4
CpDdGbCpD	Compound - palliates - Disease	CpD	4	4
CpDdGbCtD	Compound - palliates - Disease	CpD	1	4
CpDdGbCtD	Disease - downregulates - Gene	DdG	2	4
CpDdGbCtD	Compound - binds - Gene	CbG	3	4
CpDdGbCtD	Compound - treats - Disease	CtD	4	4
CpDdGcGaD	Compound - palliates - Disease	CpD	1	4
CpDdGcGaD	Disease - downregulates - Gene	DdG	2	4
CpDdGcGaD	Gene - covaries - Gene	GcG	3	4
CpDdGcGaD	Disease - associates - Gene	DaG	4	4
CpDdGcGdD	Compound - palliates - Disease	CpD	1	4
CpDdGcGdD	Disease - downregulates - Gene	DdG	2	4
CpDdGcGdD	Gene - covaries - Gene	GcG	3	4
CpDdGcGdD	Disease - downregulates - Gene	DdG	4	4
CpDdGcGuD	Compound - palliates - Disease	CpD	1	4
CpDdGcGuD	Disease - downregulates - Gene	DdG	2	4
CpDdGcGuD	Gene - covaries - Gene	GcG	3	4
CpDdGcGuD	Disease - upregulates - Gene	DuG	4	4
CpDdGdAlD	Compound - palliates - Disease	CpD	1	4
CpDdGdAlD	Disease - downregulates - Gene	DdG	2	4
CpDdGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CpDdGdAlD	Disease - localizes - Anatomy	DlA	4	4
CpDdGdCpD	Compound - palliates - Disease	CpD	1	4
CpDdGdCpD	Disease - downregulates - Gene	DdG	2	4
CpDdGdCpD	Compound - downregulates - Gene	CdG	3	4
CpDdGdCpD	Compound - palliates - Disease	CpD	4	4
CpDdGdCtD	Compound - palliates - Disease	CpD	1	4
CpDdGdCtD	Disease - downregulates - Gene	DdG	2	4
CpDdGdCtD	Compound - downregulates - Gene	CdG	3	4
CpDdGdCtD	Compound - treats - Disease	CtD	4	4
CpDdGdDrD	Compound - palliates - Disease	CpD	1	4
CpDdGdDrD	Disease - downregulates - Gene	DdG	2	4
CpDdGdDrD	Disease - downregulates - Gene	DdG	3	4
CpDdGdDrD	Disease - resembles - Disease	DrD	4	4
CpDdGeAlD	Compound - palliates - Disease	CpD	1	4
CpDdGeAlD	Disease - downregulates - Gene	DdG	2	4
CpDdGeAlD	Anatomy - expresses - Gene	AeG	3	4
CpDdGeAlD	Disease - localizes - Anatomy	DlA	4	4
CpDdGiGaD	Compound - palliates - Disease	CpD	1	4
CpDdGiGaD	Disease - downregulates - Gene	DdG	2	4
CpDdGiGaD	Gene - interacts - Gene	GiG	3	4
CpDdGiGaD	Disease - associates - Gene	DaG	4	4
CpDdGiGdD	Compound - palliates - Disease	CpD	1	4
CpDdGiGdD	Disease - downregulates - Gene	DdG	2	4
CpDdGiGdD	Gene - interacts - Gene	GiG	3	4
CpDdGiGdD	Disease - downregulates - Gene	DdG	4	4
CpDdGiGuD	Compound - palliates - Disease	CpD	1	4
CpDdGiGuD	Disease - downregulates - Gene	DdG	2	4
CpDdGiGuD	Gene - interacts - Gene	GiG	3	4
CpDdGiGuD	Disease - upregulates - Gene	DuG	4	4
CpDdGr>GaD	Compound - palliates - Disease	CpD	1	4
CpDdGr>GaD	Disease - downregulates - Gene	DdG	2	4
CpDdGr>GaD	Gene > regulates > Gene	GrG	3	4
CpDdGr>GaD	Disease - associates - Gene	DaG	4	4
CpDdGr>GdD	Compound - palliates - Disease	CpD	1	4
CpDdGr>GdD	Disease - downregulates - Gene	DdG	2	4
CpDdGr>GdD	Gene > regulates > Gene	GrG	3	4
CpDdGr>GdD	Disease - downregulates - Gene	DdG	4	4
CpDdGr>GuD	Compound - palliates - Disease	CpD	1	4
CpDdGr>GuD	Disease - downregulates - Gene	DdG	2	4
CpDdGr>GuD	Gene > regulates > Gene	GrG	3	4
CpDdGr>GuD	Disease - upregulates - Gene	DuG	4	4
CpDdGuAlD	Compound - palliates - Disease	CpD	1	4
CpDdGuAlD	Disease - downregulates - Gene	DdG	2	4
CpDdGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CpDdGuAlD	Disease - localizes - Anatomy	DlA	4	4
CpDdGuCpD	Compound - palliates - Disease	CpD	1	4
CpDdGuCpD	Disease - downregulates - Gene	DdG	2	4
CpDdGuCpD	Compound - upregulates - Gene	CuG	3	4
CpDdGuCpD	Compound - palliates - Disease	CpD	4	4
CpDdGuCtD	Compound - palliates - Disease	CpD	1	4
CpDdGuCtD	Disease - downregulates - Gene	DdG	2	4
CpDdGuCtD	Compound - upregulates - Gene	CuG	3	4
CpDdGuCtD	Compound - treats - Disease	CtD	4	4
CpDdGuDrD	Compound - palliates - Disease	CpD	1	4
CpDdGuDrD	Disease - downregulates - Gene	DdG	2	4
CpDdGuDrD	Disease - upregulates - Gene	DuG	3	4
CpDdGuDrD	Disease - resembles - Disease	DrD	4	4
CpDlAdGaD	Compound - palliates - Disease	CpD	1	4
CpDlAdGaD	Disease - localizes - Anatomy	DlA	2	4
CpDlAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CpDlAdGaD	Disease - associates - Gene	DaG	4	4
CpDlAdGdD	Compound - palliates - Disease	CpD	1	4
CpDlAdGdD	Disease - localizes - Anatomy	DlA	2	4
CpDlAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CpDlAdGdD	Disease - downregulates - Gene	DdG	4	4
CpDlAdGuD	Compound - palliates - Disease	CpD	1	4
CpDlAdGuD	Disease - localizes - Anatomy	DlA	2	4
CpDlAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CpDlAdGuD	Disease - upregulates - Gene	DuG	4	4
CpDlAeGaD	Compound - palliates - Disease	CpD	1	4
CpDlAeGaD	Disease - localizes - Anatomy	DlA	2	4
CpDlAeGaD	Anatomy - expresses - Gene	AeG	3	4
CpDlAeGaD	Disease - associates - Gene	DaG	4	4
CpDlAeGdD	Compound - palliates - Disease	CpD	1	4
CpDlAeGdD	Disease - localizes - Anatomy	DlA	2	4
CpDlAeGdD	Anatomy - expresses - Gene	AeG	3	4
CpDlAeGdD	Disease - downregulates - Gene	DdG	4	4
CpDlAeGuD	Compound - palliates - Disease	CpD	1	4
CpDlAeGuD	Disease - localizes - Anatomy	DlA	2	4
CpDlAeGuD	Anatomy - expresses - Gene	AeG	3	4
CpDlAeGuD	Disease - upregulates - Gene	DuG	4	4
CpDlAlDrD	Compound - palliates - Disease	CpD	1	4
CpDlAlDrD	Disease - localizes - Anatomy	DlA	2	4
CpDlAlDrD	Disease - localizes - Anatomy	DlA	3	4
CpDlAlDrD	Disease - resembles - Disease	DrD	4	4
CpDlAuGaD	Compound - palliates - Disease	CpD	1	4
CpDlAuGaD	Disease - localizes - Anatomy	DlA	2	4
CpDlAuGaD	Anatomy - upregulates - Gene	AuG	3	4
CpDlAuGaD	Disease - associates - Gene	DaG	4	4
CpDlAuGdD	Compound - palliates - Disease	CpD	1	4
CpDlAuGdD	Disease - localizes - Anatomy	DlA	2	4
CpDlAuGdD	Anatomy - upregulates - Gene	AuG	3	4
CpDlAuGdD	Disease - downregulates - Gene	DdG	4	4
CpDlAuGuD	Compound - palliates - Disease	CpD	1	4
CpDlAuGuD	Disease - localizes - Anatomy	DlA	2	4
CpDlAuGuD	Anatomy - upregulates - Gene	AuG	3	4
CpDlAuGuD	Disease - upregulates - Gene	DuG	4	4
CpDpCbGaD	Compound - palliates - Disease	CpD	1	4
CpDpCbGaD	Compound - palliates - Disease	CpD	2	4
CpDpCbGaD	Compound - binds - Gene	CbG	3	4
CpDpCbGaD	Disease - associates - Gene	DaG	4	4
CpDpCbGdD	Compound - palliates - Disease	CpD	1	4
CpDpCbGdD	Compound - palliates - Disease	CpD	2	4
CpDpCbGdD	Compound - binds - Gene	CbG	3	4
CpDpCbGdD	Disease - downregulates - Gene	DdG	4	4
CpDpCbGuD	Compound - palliates - Disease	CpD	1	4
CpDpCbGuD	Compound - palliates - Disease	CpD	2	4
CpDpCbGuD	Compound - binds - Gene	CbG	3	4
CpDpCbGuD	Disease - upregulates - Gene	DuG	4	4
CpDpCdGaD	Compound - palliates - Disease	CpD	1	4
CpDpCdGaD	Compound - palliates - Disease	CpD	2	4
CpDpCdGaD	Compound - downregulates - Gene	CdG	3	4
CpDpCdGaD	Disease - associates - Gene	DaG	4	4
CpDpCdGdD	Compound - palliates - Disease	CpD	1	4
CpDpCdGdD	Compound - palliates - Disease	CpD	2	4
CpDpCdGdD	Compound - downregulates - Gene	CdG	3	4
CpDpCdGdD	Disease - downregulates - Gene	DdG	4	4
CpDpCdGuD	Compound - palliates - Disease	CpD	1	4
CpDpCdGuD	Compound - palliates - Disease	CpD	2	4
CpDpCdGuD	Compound - downregulates - Gene	CdG	3	4
CpDpCdGuD	Disease - upregulates - Gene	DuG	4	4
CpDpCpDrD	Compound - palliates - Disease	CpD	1	4
CpDpCpDrD	Compound - palliates - Disease	CpD	2	4
CpDpCpDrD	Compound - palliates - Disease	CpD	3	4
CpDpCpDrD	Disease - resembles - Disease	DrD	4	4
CpDpCrCpD	Compound - palliates - Disease	CpD	1	4
CpDpCrCpD	Compound - palliates - Disease	CpD	2	4
CpDpCrCpD	Compound - resembles - Compound	CrC	3	4
CpDpCrCpD	Compound - palliates - Disease	CpD	4	4
CpDpCrCtD	Compound - palliates - Disease	CpD	1	4
CpDpCrCtD	Compound - palliates - Disease	CpD	2	4
CpDpCrCtD	Compound - resembles - Compound	CrC	3	4
CpDpCrCtD	Compound - treats - Disease	CtD	4	4
CpDpCtDrD	Compound - palliates - Disease	CpD	1	4
CpDpCtDrD	Compound - palliates - Disease	CpD	2	4
CpDpCtDrD	Compound - treats - Disease	CtD	3	4
CpDpCtDrD	Disease - resembles - Disease	DrD	4	4
CpDpCuGaD	Compound - palliates - Disease	CpD	1	4
CpDpCuGaD	Compound - palliates - Disease	CpD	2	4
CpDpCuGaD	Compound - upregulates - Gene	CuG	3	4
CpDpCuGaD	Disease - associates - Gene	DaG	4	4
CpDpCuGdD	Compound - palliates - Disease	CpD	1	4
CpDpCuGdD	Compound - palliates - Disease	CpD	2	4
CpDpCuGdD	Compound - upregulates - Gene	CuG	3	4
CpDpCuGdD	Disease - downregulates - Gene	DdG	4	4
CpDpCuGuD	Compound - palliates - Disease	CpD	1	4
CpDpCuGuD	Compound - palliates - Disease	CpD	2	4
CpDpCuGuD	Compound - upregulates - Gene	CuG	3	4
CpDpCuGuD	Disease - upregulates - Gene	DuG	4	4
CpDpSpDrD	Compound - palliates - Disease	CpD	1	4
CpDpSpDrD	Disease - presents - Symptom	DpS	2	4
CpDpSpDrD	Disease - presents - Symptom	DpS	3	4
CpDpSpDrD	Disease - resembles - Disease	DrD	4	4
CpDrDaGaD	Compound - palliates - Disease	CpD	1	4
CpDrDaGaD	Disease - resembles - Disease	DrD	2	4
CpDrDaGaD	Disease - associates - Gene	DaG	3	4
CpDrDaGaD	Disease - associates - Gene	DaG	4	4
CpDrDaGdD	Compound - palliates - Disease	CpD	1	4
CpDrDaGdD	Disease - resembles - Disease	DrD	2	4
CpDrDaGdD	Disease - associates - Gene	DaG	3	4
CpDrDaGdD	Disease - downregulates - Gene	DdG	4	4
CpDrDaGuD	Compound - palliates - Disease	CpD	1	4
CpDrDaGuD	Disease - resembles - Disease	DrD	2	4
CpDrDaGuD	Disease - associates - Gene	DaG	3	4
CpDrDaGuD	Disease - upregulates - Gene	DuG	4	4
CpDrDdGaD	Compound - palliates - Disease	CpD	1	4
CpDrDdGaD	Disease - resembles - Disease	DrD	2	4
CpDrDdGaD	Disease - downregulates - Gene	DdG	3	4
CpDrDdGaD	Disease - associates - Gene	DaG	4	4
CpDrDdGdD	Compound - palliates - Disease	CpD	1	4
CpDrDdGdD	Disease - resembles - Disease	DrD	2	4
CpDrDdGdD	Disease - downregulates - Gene	DdG	3	4
CpDrDdGdD	Disease - downregulates - Gene	DdG	4	4
CpDrDdGuD	Compound - palliates - Disease	CpD	1	4
CpDrDdGuD	Disease - resembles - Disease	DrD	2	4
CpDrDdGuD	Disease - downregulates - Gene	DdG	3	4
CpDrDdGuD	Disease - upregulates - Gene	DuG	4	4
CpDrDlAlD	Compound - palliates - Disease	CpD	1	4
CpDrDlAlD	Disease - resembles - Disease	DrD	2	4
CpDrDlAlD	Disease - localizes - Anatomy	DlA	3	4
CpDrDlAlD	Disease - localizes - Anatomy	DlA	4	4
CpDrDpCpD	Compound - palliates - Disease	CpD	1	4
CpDrDpCpD	Disease - resembles - Disease	DrD	2	4
CpDrDpCpD	Compound - palliates - Disease	CpD	3	4
CpDrDpCpD	Compound - palliates - Disease	CpD	4	4
CpDrDpCtD	Compound - palliates - Disease	CpD	1	4
CpDrDpCtD	Disease - resembles - Disease	DrD	2	4
CpDrDpCtD	Compound - palliates - Disease	CpD	3	4
CpDrDpCtD	Compound - treats - Disease	CtD	4	4
CpDrDpSpD	Compound - palliates - Disease	CpD	1	4
CpDrDpSpD	Disease - resembles - Disease	DrD	2	4
CpDrDpSpD	Disease - presents - Symptom	DpS	3	4
CpDrDpSpD	Disease - presents - Symptom	DpS	4	4
CpDrDrDrD	Compound - palliates - Disease	CpD	1	4
CpDrDrDrD	Disease - resembles - Disease	DrD	2	4
CpDrDrDrD	Disease - resembles - Disease	DrD	3	4
CpDrDrDrD	Disease - resembles - Disease	DrD	4	4
CpDrDtCpD	Compound - palliates - Disease	CpD	1	4
CpDrDtCpD	Disease - resembles - Disease	DrD	2	4
CpDrDtCpD	Compound - treats - Disease	CtD	3	4
CpDrDtCpD	Compound - palliates - Disease	CpD	4	4
CpDrDtCtD	Compound - palliates - Disease	CpD	1	4
CpDrDtCtD	Disease - resembles - Disease	DrD	2	4
CpDrDtCtD	Compound - treats - Disease	CtD	3	4
CpDrDtCtD	Compound - treats - Disease	CtD	4	4
CpDrDuGaD	Compound - palliates - Disease	CpD	1	4
CpDrDuGaD	Disease - resembles - Disease	DrD	2	4
CpDrDuGaD	Disease - upregulates - Gene	DuG	3	4
CpDrDuGaD	Disease - associates - Gene	DaG	4	4
CpDrDuGdD	Compound - palliates - Disease	CpD	1	4
CpDrDuGdD	Disease - resembles - Disease	DrD	2	4
CpDrDuGdD	Disease - upregulates - Gene	DuG	3	4
CpDrDuGdD	Disease - downregulates - Gene	DdG	4	4
CpDrDuGuD	Compound - palliates - Disease	CpD	1	4
CpDrDuGuD	Disease - resembles - Disease	DrD	2	4
CpDrDuGuD	Disease - upregulates - Gene	DuG	3	4
CpDrDuGuD	Disease - upregulates - Gene	DuG	4	4
CpDtCbGaD	Compound - palliates - Disease	CpD	1	4
CpDtCbGaD	Compound - treats - Disease	CtD	2	4
CpDtCbGaD	Compound - binds - Gene	CbG	3	4
CpDtCbGaD	Disease - associates - Gene	DaG	4	4
CpDtCbGdD	Compound - palliates - Disease	CpD	1	4
CpDtCbGdD	Compound - treats - Disease	CtD	2	4
CpDtCbGdD	Compound - binds - Gene	CbG	3	4
CpDtCbGdD	Disease - downregulates - Gene	DdG	4	4
CpDtCbGuD	Compound - palliates - Disease	CpD	1	4
CpDtCbGuD	Compound - treats - Disease	CtD	2	4
CpDtCbGuD	Compound - binds - Gene	CbG	3	4
CpDtCbGuD	Disease - upregulates - Gene	DuG	4	4
CpDtCdGaD	Compound - palliates - Disease	CpD	1	4
CpDtCdGaD	Compound - treats - Disease	CtD	2	4
CpDtCdGaD	Compound - downregulates - Gene	CdG	3	4
CpDtCdGaD	Disease - associates - Gene	DaG	4	4
CpDtCdGdD	Compound - palliates - Disease	CpD	1	4
CpDtCdGdD	Compound - treats - Disease	CtD	2	4
CpDtCdGdD	Compound - downregulates - Gene	CdG	3	4
CpDtCdGdD	Disease - downregulates - Gene	DdG	4	4
CpDtCdGuD	Compound - palliates - Disease	CpD	1	4
CpDtCdGuD	Compound - treats - Disease	CtD	2	4
CpDtCdGuD	Compound - downregulates - Gene	CdG	3	4
CpDtCdGuD	Disease - upregulates - Gene	DuG	4	4
CpDtCpDrD	Compound - palliates - Disease	CpD	1	4
CpDtCpDrD	Compound - treats - Disease	CtD	2	4
CpDtCpDrD	Compound - palliates - Disease	CpD	3	4
CpDtCpDrD	Disease - resembles - Disease	DrD	4	4
CpDtCrCpD	Compound - palliates - Disease	CpD	1	4
CpDtCrCpD	Compound - treats - Disease	CtD	2	4
CpDtCrCpD	Compound - resembles - Compound	CrC	3	4
CpDtCrCpD	Compound - palliates - Disease	CpD	4	4
CpDtCrCtD	Compound - palliates - Disease	CpD	1	4
CpDtCrCtD	Compound - treats - Disease	CtD	2	4
CpDtCrCtD	Compound - resembles - Compound	CrC	3	4
CpDtCrCtD	Compound - treats - Disease	CtD	4	4
CpDtCtDrD	Compound - palliates - Disease	CpD	1	4
CpDtCtDrD	Compound - treats - Disease	CtD	2	4
CpDtCtDrD	Compound - treats - Disease	CtD	3	4
CpDtCtDrD	Disease - resembles - Disease	DrD	4	4
CpDtCuGaD	Compound - palliates - Disease	CpD	1	4
CpDtCuGaD	Compound - treats - Disease	CtD	2	4
CpDtCuGaD	Compound - upregulates - Gene	CuG	3	4
CpDtCuGaD	Disease - associates - Gene	DaG	4	4
CpDtCuGdD	Compound - palliates - Disease	CpD	1	4
CpDtCuGdD	Compound - treats - Disease	CtD	2	4
CpDtCuGdD	Compound - upregulates - Gene	CuG	3	4
CpDtCuGdD	Disease - downregulates - Gene	DdG	4	4
CpDtCuGuD	Compound - palliates - Disease	CpD	1	4
CpDtCuGuD	Compound - treats - Disease	CtD	2	4
CpDtCuGuD	Compound - upregulates - Gene	CuG	3	4
