hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind_perm-2	CbGcGuCtD	0.497	0.629	0.287	2.39	0.0154	1
hetio-ind_perm-2	CbGcGuD	0.243	0.527	0.224	1.61	0.0265	1
hetio-ind_perm-2	CbGcGuDrD	0.518	0.451	0.179	6.49	0.0215	1
hetio-ind_perm-2	CbGdAdGaD	0.976	0.648	0.325	2.13e+03	0.0891	1
hetio-ind_perm-2	CbGdAdGdD	0.499	0.57	0.228	8.35e+03	0.331	1
hetio-ind_perm-2	CbGdAdGuD	0.513	0.584	0.233	8.3e+03	0.325	1
hetio-ind_perm-2	CbGdAeGaD	0.976	0.644	0.318	5.98e+03	0.241	1
hetio-ind_perm-2	CbGdAeGdD	0.499	0.569	0.227	2.29e+04	0.927	1
hetio-ind_perm-2	CbGdAeGuD	0.513	0.584	0.233	2.42e+04	0.95	1
hetio-ind_perm-2	CbGdAlD	0.766	0.533	0.208	6.07	0.0348	1
hetio-ind_perm-2	CbGdAlDrD	0.902	0.507	0.205	54.5	0.0169	1
hetio-ind_perm-2	CbGdAuGaD	0.976	0.645	0.32	1.9e+03	0.0803	1
hetio-ind_perm-2	CbGdAuGdD	0.499	0.57	0.228	7.32e+03	0.289	1
hetio-ind_perm-2	CbGdAuGuD	0.513	0.584	0.233	7.92e+03	0.307	1
hetio-ind_perm-2	CbGdCbGaD	0.499	0.549	0.237	7.37	0.0131	1
hetio-ind_perm-2	CbGdCbGdD	0.209	0.525	0.222	5.91	0.0136	1
hetio-ind_perm-2	CbGdCbGuD	0.199	0.523	0.223	5.21	0.0141	1
hetio-ind_perm-2	CbGdCdGaD	0.606	0.556	0.253	63.4	0.018	1
hetio-ind_perm-2	CbGdCdGdD	0.297	0.551	0.233	209	0.0257	1
hetio-ind_perm-2	CbGdCdGuD	0.303	0.559	0.238	279	0.028	1
hetio-ind_perm-2	CbGdCpD	0.00768	0.499	0.186	0.00848	0.0118	1
hetio-ind_perm-2	CbGdCpDrD	0.0577	0.498	0.196	0.0874	0.0112	1
hetio-ind_perm-2	CbGdCrCpD	0.0628	0.52	0.261	0.145	0.0119	1
hetio-ind_perm-2	CbGdCrCtD	0.159	0.538	0.257	0.507	0.012	1
hetio-ind_perm-2	CbGdCtD	0.175	0.538	0.25	0.368	0.0163	1
hetio-ind_perm-2	CbGdCtDrD	0.313	0.504	0.217	1.62	0.0117	1
hetio-ind_perm-2	CbGdCuGaD	0.622	0.557	0.256	79.7	0.0192	1
hetio-ind_perm-2	CbGdCuGdD	0.298	0.554	0.236	205	0.0252	1
hetio-ind_perm-2	CbGdCuGuD	0.305	0.561	0.239	240	0.0266	1
hetio-ind_perm-2	CbGdD	0.156	0.511	0.212	0.415	0.0135	1
hetio-ind_perm-2	CbGdDaGaD	0.974	0.624	0.3	312	0.0279	1
hetio-ind_perm-2	CbGdDaGdD	0.453	0.562	0.226	183	0.0249	1
hetio-ind_perm-2	CbGdDaGuD	0.454	0.56	0.226	239	0.0262	1
hetio-ind_perm-2	CbGdDdGaD	0.977	0.641	0.318	839	0.0428	1
hetio-ind_perm-2	CbGdDdGdD	0.499	0.568	0.226	3.68e+03	0.16	1
hetio-ind_perm-2	CbGdDdGuD	0.498	0.576	0.23	3.24e+03	0.141	1
hetio-ind_perm-2	CbGdDlAlD	0.952	0.557	0.233	59.2	0.0169	1
hetio-ind_perm-2	CbGdDpCpD	0.234	0.56	0.253	1.02	0.0108	1
hetio-ind_perm-2	CbGdDpCtD	0.339	0.629	0.301	1.25	0.0113	1
hetio-ind_perm-2	CbGdDpSpD	0.945	0.56	0.236	78	0.0205	1
hetio-ind_perm-2	CbGdDrD	0.39	0.454	0.174	1.6	0.0217	1
hetio-ind_perm-2	CbGdDrDrD	0.857	0.506	0.205	18.8	0.0131	1
hetio-ind_perm-2	CbGdDtCpD	0.158	0.541	0.252	0.903	0.0109	1
hetio-ind_perm-2	CbGdDtCtD	0.83	0.669	0.32	17.7	0.0122	1
hetio-ind_perm-2	CbGdDuGaD	0.978	0.643	0.317	1.04e+03	0.0509	1
hetio-ind_perm-2	CbGdDuGdD	0.499	0.568	0.226	3.18e+03	0.139	1
hetio-ind_perm-2	CbGdDuGuD	0.513	0.583	0.232	4.24e+03	0.181	1
hetio-ind_perm-2	CbGeAdGaD	0.98	0.649	0.324	4.98e+03	0.187	1
hetio-ind_perm-2	CbGeAdGdD	0.502	0.569	0.228	1.94e+04	0.738	1
hetio-ind_perm-2	CbGeAdGuD	0.515	0.583	0.232	1.93e+04	0.717	1
hetio-ind_perm-2	CbGeAeGaD	0.98	0.646	0.319	2.41e+04	0.905	1
hetio-ind_perm-2	CbGeAeGdD	0.502	0.569	0.228	9.18e+04	3.61	1
hetio-ind_perm-2	CbGeAeGuD	0.515	0.584	0.233	9.68e+04	3.54	1
hetio-ind_perm-2	CbGeAlD	0.935	0.556	0.224	27.5	0.149	1
hetio-ind_perm-2	CbGeAlDrD	0.939	0.52	0.211	237	0.0238	1
hetio-ind_perm-2	CbGeAuGaD	0.98	0.647	0.321	4.95e+03	0.184	1
hetio-ind_perm-2	CbGeAuGdD	0.502	0.569	0.228	1.91e+04	0.715	1
hetio-ind_perm-2	CbGeAuGuD	0.515	0.583	0.232	2.06e+04	0.76	1
hetio-ind_perm-2	CbGiG<rGaD	0.954	0.629	0.307	208	0.0399	1
hetio-ind_perm-2	CbGiG<rGdD	0.452	0.564	0.233	340	0.0579	1
hetio-ind_perm-2	CbGiG<rGuD	0.473	0.586	0.241	415	0.0678	1
hetio-ind_perm-2	CbGiGaD	0.591	0.626	0.293	3.78	0.0274	1
hetio-ind_perm-2	CbGiGaDrD	0.763	0.522	0.215	16.7	0.0148	1
hetio-ind_perm-2	CbGiGbCpD	0.132	0.542	0.266	0.386	0.0116	1
hetio-ind_perm-2	CbGiGbCtD	0.447	0.614	0.29	2.03	0.0123	1
hetio-ind_perm-2	CbGiGcGaD	0.705	0.617	0.295	10.6	0.0184	1
hetio-ind_perm-2	CbGiGcGdD	0.411	0.569	0.24	55.6	0.0268	1
hetio-ind_perm-2	CbGiGcGuD	0.412	0.559	0.235	54.1	0.0267	1
hetio-ind_perm-2	CbGiGdAlD	0.899	0.563	0.226	133	0.0378	1
hetio-ind_perm-2	CbGiGdCpD	0.195	0.544	0.239	1.03	0.0117	1
hetio-ind_perm-2	CbGiGdCtD	0.771	0.66	0.315	32.7	0.0203	1
hetio-ind_perm-2	CbGiGdD	0.332	0.541	0.228	9.13	0.0413	1
hetio-ind_perm-2	CbGiGdDrD	0.651	0.462	0.185	35.2	0.0225	1
hetio-ind_perm-2	CbGiGeAlD	0.963	0.572	0.237	914	0.178	1
hetio-ind_perm-2	CbGiGiGaD	0.976	0.649	0.318	1.03e+03	0.0642	1
hetio-ind_perm-2	CbGiGiGdD	0.493	0.575	0.234	2.82e+03	0.149	1
hetio-ind_perm-2	CbGiGiGuD	0.513	0.592	0.24	3.08e+03	0.163	1
hetio-ind_perm-2	CbGiGr>GaD	0.95	0.642	0.316	216	0.0357	1
hetio-ind_perm-2	CbGiGr>GdD	0.46	0.577	0.24	534	0.0689	1
hetio-ind_perm-2	CbGiGr>GuD	0.495	0.596	0.245	710	0.0881	1
hetio-ind_perm-2	CbGiGuAlD	0.9	0.562	0.225	139	0.0388	1
hetio-ind_perm-2	CbGiGuCpD	0.161	0.544	0.253	0.618	0.0119	1
hetio-ind_perm-2	CbGiGuCtD	0.73	0.676	0.321	22.4	0.0194	1
hetio-ind_perm-2	CbGiGuD	0.348	0.549	0.231	10.3	0.0443	1
hetio-ind_perm-2	CbGiGuDrD	0.658	0.457	0.185	39.1	0.0242	1
hetio-ind_perm-2	CbGpBPpGaD	0.981	0.643	0.316	5.69e+03	0.267	1
hetio-ind_perm-2	CbGpBPpGdD	0.502	0.569	0.229	8.25e+03	0.374	1
hetio-ind_perm-2	CbGpBPpGuD	0.515	0.587	0.235	9.62e+03	0.421	1
hetio-ind_perm-2	CbGpCCpGaD	0.976	0.642	0.316	347	0.03	1
hetio-ind_perm-2	CbGpCCpGdD	0.479	0.57	0.231	858	0.0502	1
hetio-ind_perm-2	CbGpCCpGuD	0.49	0.579	0.234	952	0.0544	1
hetio-ind_perm-2	CbGpMFpGaD	0.981	0.643	0.317	705	0.0394	1
hetio-ind_perm-2	CbGpMFpGdD	0.499	0.57	0.229	1.67e+03	0.0779	1
hetio-ind_perm-2	CbGpMFpGuD	0.5	0.578	0.232	1.78e+03	0.0819	1
hetio-ind_perm-2	CbGpPWpGaD	0.979	0.645	0.31	659	0.0419	1
hetio-ind_perm-2	CbGpPWpGdD	0.482	0.568	0.229	796	0.0489	1
hetio-ind_perm-2	CbGpPWpGuD	0.507	0.583	0.234	1.02e+03	0.0583	1
hetio-ind_perm-2	CbGr>G<rGaD	0.884	0.608	0.293	1.92e+03	0.108	1
hetio-ind_perm-2	CbGr>G<rGdD	0.429	0.564	0.23	3.52e+03	0.186	1
hetio-ind_perm-2	CbGr>G<rGuD	0.458	0.586	0.238	4.18e+03	0.219	1
hetio-ind_perm-2	CbGr>GaD	0.637	0.607	0.279	5.46	0.0289	1
hetio-ind_perm-2	CbGr>GaDrD	0.754	0.538	0.215	25	0.0156	1
hetio-ind_perm-2	CbGr>GbCpD	0.163	0.533	0.245	0.606	0.0122	1
hetio-ind_perm-2	CbGr>GbCtD	0.449	0.624	0.3	2.42	0.013	1
hetio-ind_perm-2	CbGr>GcGaD	0.711	0.6	0.28	13.5	0.0179	1
hetio-ind_perm-2	CbGr>GcGdD	0.377	0.558	0.23	69.1	0.026	1
hetio-ind_perm-2	CbGr>GcGuD	0.39	0.555	0.228	68	0.0265	1
hetio-ind_perm-2	CbGr>GdAlD	0.82	0.549	0.216	214	0.0383	1
hetio-ind_perm-2	CbGr>GdCpD	0.348	0.589	0.261	8.34	0.0122	1
hetio-ind_perm-2	CbGr>GdCtD	0.81	0.644	0.306	190	0.0261	1
hetio-ind_perm-2	CbGr>GdD	0.334	0.547	0.228	13.4	0.0482	1
hetio-ind_perm-2	CbGr>GdDrD	0.615	0.46	0.183	54	0.0232	1
hetio-ind_perm-2	CbGr>GeAlD	0.869	0.554	0.225	1.41e+03	0.178	1
hetio-ind_perm-2	CbGr>GiGaD	0.868	0.603	0.288	189	0.0314	1
hetio-ind_perm-2	CbGr>GiGdD	0.421	0.563	0.23	418	0.0512	1
hetio-ind_perm-2	CbGr>GiGuD	0.438	0.582	0.237	468	0.0553	1
hetio-ind_perm-2	CbGr>Gr>GaD	0.88	0.609	0.29	494	0.0443	1
hetio-ind_perm-2	CbGr>Gr>GdD	0.426	0.569	0.233	1.21e+03	0.0911	1
hetio-ind_perm-2	CbGr>Gr>GuD	0.456	0.587	0.238	1.58e+03	0.117	1
hetio-ind_perm-2	CbGr>GuAlD	0.821	0.548	0.217	220	0.0386	1
hetio-ind_perm-2	CbGr>GuCpD	0.278	0.563	0.247	5	0.0124	1
hetio-ind_perm-2	CbGr>GuCtD	0.776	0.644	0.307	126	0.0244	1
hetio-ind_perm-2	CbGr>GuD	0.357	0.561	0.234	18.1	0.0614	1
hetio-ind_perm-2	CbGr>GuDrD	0.642	0.462	0.184	74.9	0.0247	1
hetio-ind_perm-2	CbGrPBrGaD	0.981	0.648	0.318	1.77e+03	0.0895	1
hetio-ind_perm-2	CbGrPBrGdD	0.501	0.57	0.228	4.32e+03	0.208	1
hetio-ind_perm-2	CbGrPBrGuD	0.514	0.583	0.233	5.3e+03	0.252	1
hetio-ind_perm-2	CbGuAdGaD	0.978	0.652	0.325	1.58e+03	0.0673	1
hetio-ind_perm-2	CbGuAdGdD	0.5	0.57	0.229	6.22e+03	0.241	1
hetio-ind_perm-2	CbGuAdGuD	0.513	0.583	0.233	6.18e+03	0.237	1
hetio-ind_perm-2	CbGuAeGaD	0.978	0.648	0.32	4.77e+03	0.191	1
hetio-ind_perm-2	CbGuAeGdD	0.5	0.569	0.228	1.84e+04	0.722	1
hetio-ind_perm-2	CbGuAeGuD	0.513	0.584	0.233	1.94e+04	0.747	1
hetio-ind_perm-2	CbGuAlD	0.762	0.538	0.21	4.78	0.0351	1
hetio-ind_perm-2	CbGuAlDrD	0.901	0.513	0.207	42.3	0.0147	1
hetio-ind_perm-2	CbGuAuGaD	0.978	0.648	0.322	1.51e+03	0.065	1
hetio-ind_perm-2	CbGuAuGdD	0.5	0.569	0.228	5.87e+03	0.23	1
hetio-ind_perm-2	CbGuAuGuD	0.513	0.584	0.233	6.34e+03	0.253	1
hetio-ind_perm-2	CbGuCbGaD	0.623	0.579	0.259	12.8	0.0142	1
hetio-ind_perm-2	CbGuCbGdD	0.269	0.537	0.225	10.5	0.0141	1
hetio-ind_perm-2	CbGuCbGuD	0.268	0.533	0.224	9.08	0.0154	1
hetio-ind_perm-2	CbGuCdGaD	0.744	0.589	0.293	127	0.0211	1
hetio-ind_perm-2	CbGuCdGdD	0.358	0.567	0.237	409	0.0316	1
hetio-ind_perm-2	CbGuCdGuD	0.368	0.572	0.238	549	0.0351	1
hetio-ind_perm-2	CbGuCpD	0.0199	0.505	0.244	0.0225	0.0115	1
hetio-ind_perm-2	CbGuCpDrD	0.0813	0.498	0.194	0.148	0.011	1
hetio-ind_perm-2	CbGuCrCpD	0.101	0.533	0.262	0.251	0.0112	1
hetio-ind_perm-2	CbGuCrCtD	0.243	0.576	0.272	0.879	0.0119	1
hetio-ind_perm-2	CbGuCtD	0.272	0.592	0.283	0.686	0.016	1
hetio-ind_perm-2	CbGuCtDrD	0.431	0.537	0.227	2.78	0.0118	1
hetio-ind_perm-2	CbGuCuGaD	0.748	0.591	0.292	165	0.0231	1
hetio-ind_perm-2	CbGuCuGdD	0.362	0.567	0.237	422	0.0317	1
hetio-ind_perm-2	CbGuCuGuD	0.378	0.578	0.24	498	0.0342	1
hetio-ind_perm-2	CbGuD	0.139	0.51	0.215	0.321	0.013	1
hetio-ind_perm-2	CbGuDaGaD	0.973	0.617	0.296	241	0.0263	1
hetio-ind_perm-2	CbGuDaGdD	0.445	0.555	0.225	143	0.0236	1
hetio-ind_perm-2	CbGuDaGuD	0.45	0.557	0.226	186	0.0249	1
hetio-ind_perm-2	CbGuDdGaD	0.977	0.636	0.312	610	0.0352	1
hetio-ind_perm-2	CbGuDdGdD	0.498	0.567	0.226	2.71e+03	0.115	1
hetio-ind_perm-2	CbGuDdGuD	0.497	0.576	0.231	2.37e+03	0.1	1
hetio-ind_perm-2	CbGuDlAlD	0.944	0.567	0.239	45.5	0.016	1
hetio-ind_perm-2	CbGuDpCpD	0.192	0.554	0.259	0.711	0.0106	1
hetio-ind_perm-2	CbGuDpCtD	0.258	0.611	0.295	0.729	0.0116	1
hetio-ind_perm-2	CbGuDpSpD	0.934	0.569	0.24	57.6	0.0181	1
hetio-ind_perm-2	CbGuDrD	0.361	0.454	0.173	1.28	0.0226	1
hetio-ind_perm-2	CbGuDrDrD	0.82	0.507	0.207	14.3	0.0125	1
hetio-ind_perm-2	CbGuDtCpD	0.167	0.551	0.264	0.76	0.0106	1
hetio-ind_perm-2	CbGuDtCtD	0.808	0.661	0.328	13.9	0.0121	1
hetio-ind_perm-2	CbGuDuGaD	0.978	0.638	0.311	779	0.0408	1
hetio-ind_perm-2	CbGuDuGdD	0.498	0.567	0.226	2.41e+03	0.102	1
hetio-ind_perm-2	CbGuDuGuD	0.513	0.583	0.233	3.22e+03	0.136	1
hetio-ind_perm-2	CcSEcCbGaD	0.957	0.642	0.325	1.67e+04	0.674	1
hetio-ind_perm-2	CcSEcCbGdD	0.467	0.554	0.222	1.31e+04	0.522	1
hetio-ind_perm-2	CcSEcCbGuD	0.444	0.557	0.227	1.03e+04	0.42	1
hetio-ind_perm-2	CcSEcCdGaD	0.957	0.651	0.347	1.67e+04	0.667	1
hetio-ind_perm-2	CcSEcCdGdD	0.48	0.56	0.226	5.19e+04	1.84	1
hetio-ind_perm-2	CcSEcCdGuD	0.488	0.572	0.231	7.15e+04	2.51	1
hetio-ind_perm-2	CcSEcCpD	0.463	0.616	0.279	129	0.0198	1
hetio-ind_perm-2	CcSEcCpDrD	0.763	0.498	0.21	824	0.127	1
hetio-ind_perm-2	CcSEcCrCpD	0.42	0.606	0.269	740	0.0822	1
hetio-ind_perm-2	CcSEcCrCtD	0.926	0.711	0.392	2.4e+03	0.205	1
hetio-ind_perm-2	CcSEcCtD	0.953	0.687	0.376	525	0.0314	1
hetio-ind_perm-2	CcSEcCtDrD	0.877	0.538	0.222	1.75e+03	0.174	1
hetio-ind_perm-2	CcSEcCuGaD	0.957	0.661	0.354	2.01e+04	0.787	1
hetio-ind_perm-2	CcSEcCuGdD	0.48	0.562	0.227	4.8e+04	1.69	1
hetio-ind_perm-2	CcSEcCuGuD	0.49	0.571	0.231	5.76e+04	1.99	1
hetio-ind_perm-2	CdG<rG<rGaD	0.684	0.614	0.323	2.23e+04	0.884	1
hetio-ind_perm-2	CdG<rG<rGdD	0.335	0.571	0.258	3.88e+04	1.67	1
hetio-ind_perm-2	CdG<rG<rGuD	0.359	0.589	0.266	4.57e+04	1.99	1
hetio-ind_perm-2	CdG<rGaD	0.654	0.616	0.324	257	0.0383	1
hetio-ind_perm-2	CdG<rGaDrD	0.647	0.572	0.262	1.2e+03	0.0943	1
hetio-ind_perm-2	CdG<rGbCpD	0.275	0.597	0.315	29.6	0.0311	1
hetio-ind_perm-2	CdG<rGbCtD	0.607	0.641	0.348	145	0.0528	1
hetio-ind_perm-2	CdG<rGcGaD	0.657	0.611	0.321	445	0.0605	1
hetio-ind_perm-2	CdG<rGcGdD	0.328	0.571	0.259	2.35e+03	0.129	1
hetio-ind_perm-2	CdG<rGcGuD	0.344	0.581	0.263	2.3e+03	0.126	1
hetio-ind_perm-2	CdG<rGdAlD	0.636	0.584	0.27	7e+03	0.322	1
hetio-ind_perm-2	CdG<rGdCpD	0.289	0.609	0.314	92.7	0.0323	1
hetio-ind_perm-2	CdG<rGdCtD	0.646	0.635	0.351	3.13e+03	0.167	1
hetio-ind_perm-2	CdG<rGdD	0.318	0.569	0.258	465	0.0539	1
hetio-ind_perm-2	CdG<rGdDrD	0.528	0.511	0.215	1.92e+03	0.119	1
hetio-ind_perm-2	CdG<rGeAlD	0.676	0.583	0.277	4.7e+04	1.86	1
hetio-ind_perm-2	CdG<rGiGaD	0.682	0.616	0.326	9.52e+03	0.401	1
hetio-ind_perm-2	CdG<rGiGdD	0.347	0.575	0.259	2.19e+04	0.877	1
hetio-ind_perm-2	CdG<rGiGuD	0.359	0.588	0.266	2.42e+04	0.956	1
hetio-ind_perm-2	CdG<rGr>GaD	0.684	0.616	0.326	5.12e+04	2.05	1
hetio-ind_perm-2	CdG<rGr>GdD	0.345	0.577	0.262	1.33e+05	5.36	1
hetio-ind_perm-2	CdG<rGr>GuD	0.362	0.59	0.267	1.71e+05	6.79	1
hetio-ind_perm-2	CdG<rGuAlD	0.635	0.585	0.273	7.57e+03	0.334	1
hetio-ind_perm-2	CdG<rGuCpD	0.28	0.593	0.297	76.3	0.0297	1
hetio-ind_perm-2	CdG<rGuCtD	0.633	0.64	0.355	2.77e+03	0.147	1
hetio-ind_perm-2	CdG<rGuD	0.33	0.58	0.263	546	0.0613	1
hetio-ind_perm-2	CdG<rGuDrD	0.544	0.511	0.215	2.33e+03	0.131	1
hetio-ind_perm-2	CdGaD	0.186	0.585	0.316	0.796	0.0125	1
hetio-ind_perm-2	CdGaDaGaD	0.594	0.598	0.311	969	0.0512	1
hetio-ind_perm-2	CdGaDaGdD	0.284	0.568	0.26	611	0.0369	1
hetio-ind_perm-2	CdGaDaGuD	0.285	0.568	0.261	782	0.0426	1
hetio-ind_perm-2	CdGaDdGaD	0.537	0.604	0.318	368	0.0307	1
hetio-ind_perm-2	CdGaDdGdD	0.282	0.573	0.263	1.65e+03	0.079	1
hetio-ind_perm-2	CdGaDdGuD	0.283	0.577	0.265	1.42e+03	0.0688	1
hetio-ind_perm-2	CdGaDlAlD	0.578	0.58	0.279	193	0.023	1
hetio-ind_perm-2	CdGaDpCpD	0.153	0.567	0.314	3.06	0.0119	1
hetio-ind_perm-2	CdGaDpCtD	0.254	0.602	0.317	4.1	0.0119	1
hetio-ind_perm-2	CdGaDpSpD	0.575	0.581	0.285	223	0.0261	1
hetio-ind_perm-2	CdGaDrD	0.292	0.56	0.261	3.69	0.0135	1
hetio-ind_perm-2	CdGaDrDrD	0.483	0.555	0.257	41.5	0.0166	1
hetio-ind_perm-2	CdGaDtCpD	0.126	0.569	0.329	2.77	0.0114	1
hetio-ind_perm-2	CdGaDtCtD	0.506	0.616	0.327	54	0.0167	1
hetio-ind_perm-2	CdGaDuGaD	0.544	0.601	0.317	475	0.0355	1
hetio-ind_perm-2	CdGaDuGdD	0.278	0.573	0.263	1.42e+03	0.0712	1
hetio-ind_perm-2	CdGaDuGuD	0.291	0.579	0.266	1.91e+03	0.092	1
hetio-ind_perm-2	CdGbCbGaD	0.358	0.593	0.294	18.1	0.0152	1
hetio-ind_perm-2	CdGbCbGdD	0.159	0.545	0.258	15.9	0.0151	1
hetio-ind_perm-2	CdGbCbGuD	0.146	0.536	0.252	12.6	0.0142	1
hetio-ind_perm-2	CdGbCdGaD	0.29	0.575	0.294	14.7	0.0153	1
hetio-ind_perm-2	CdGbCdGdD	0.153	0.546	0.261	45.2	0.0205	1
hetio-ind_perm-2	CdGbCdGuD	0.163	0.553	0.267	61.7	0.0209	1
hetio-ind_perm-2	CdGbCpD	0.031	0.521	0.317	0.0675	0.0114	1
hetio-ind_perm-2	CdGbCpDrD	0.106	0.528	0.247	0.506	0.0112	1
hetio-ind_perm-2	CdGbCrCpD	0.0789	0.544	0.313	0.504	0.0107	1
hetio-ind_perm-2	CdGbCrCtD	0.213	0.589	0.311	1.82	0.0116	1
hetio-ind_perm-2	CdGbCtD	0.097	0.566	0.327	0.264	0.0122	1
hetio-ind_perm-2	CdGbCtDrD	0.174	0.563	0.279	0.869	0.0122	1
hetio-ind_perm-2	CdGbCuGaD	0.299	0.574	0.29	17.9	0.016	1
hetio-ind_perm-2	CdGbCuGdD	0.154	0.548	0.263	44.7	0.0195	1
hetio-ind_perm-2	CdGbCuGuD	0.16	0.558	0.272	52.5	0.02	1
hetio-ind_perm-2	CdGcG<rGaD	0.558	0.604	0.313	186	0.0386	1
hetio-ind_perm-2	CdGcG<rGdD	0.277	0.569	0.263	320	0.0527	1
hetio-ind_perm-2	CdGcG<rGuD	0.284	0.578	0.269	373	0.0592	1
hetio-ind_perm-2	CdGcGaD	0.236	0.595	0.313	2.4	0.0152	1
hetio-ind_perm-2	CdGcGaDrD	0.354	0.567	0.263	11.5	0.0167	1
hetio-ind_perm-2	CdGcGbCpD	0.075	0.545	0.317	0.428	0.0124	1
hetio-ind_perm-2	CdGcGbCtD	0.198	0.604	0.348	1.82	0.0142	1
hetio-ind_perm-2	CdGcGcGaD	0.557	0.607	0.312	149	0.025	1
hetio-ind_perm-2	CdGcGcGdD	0.299	0.573	0.265	809	0.0556	1
hetio-ind_perm-2	CdGcGcGuD	0.309	0.578	0.268	787	0.0543	1
hetio-ind_perm-2	CdGcGdAlD	0.574	0.589	0.276	194	0.0399	1
hetio-ind_perm-2	CdGcGdCpD	0.0721	0.539	0.298	0.548	0.0122	1
hetio-ind_perm-2	CdGcGdCtD	0.397	0.625	0.341	26	0.0185	1
hetio-ind_perm-2	CdGcGdD	0.194	0.549	0.26	13	0.025	1
hetio-ind_perm-2	CdGcGdDrD	0.376	0.513	0.219	53.6	0.0221	1
hetio-ind_perm-2	CdGcGeAlD	0.639	0.58	0.276	1.08e+03	0.152	1
hetio-ind_perm-2	CdGcGiGaD	0.551	0.604	0.311	119	0.0321	1
hetio-ind_perm-2	CdGcGiGdD	0.277	0.564	0.261	254	0.0445	1
hetio-ind_perm-2	CdGcGiGuD	0.289	0.574	0.266	281	0.0476	1
hetio-ind_perm-2	CdGcGr>GaD	0.534	0.601	0.313	130	0.0324	1
hetio-ind_perm-2	CdGcGr>GdD	0.271	0.565	0.265	324	0.052	1
hetio-ind_perm-2	CdGcGr>GuD	0.29	0.576	0.269	425	0.0649	1
hetio-ind_perm-2	CdGcGuAlD	0.573	0.588	0.277	192	0.0389	1
hetio-ind_perm-2	CdGcGuCpD	0.0771	0.541	0.306	0.643	0.0123	1
hetio-ind_perm-2	CdGcGuCtD	0.399	0.632	0.349	26.1	0.0181	1
hetio-ind_perm-2	CdGcGuD	0.192	0.546	0.257	12.6	0.0249	1
hetio-ind_perm-2	CdGcGuDrD	0.393	0.507	0.216	53.5	0.0232	1
hetio-ind_perm-2	CdGdAdGaD	0.68	0.612	0.322	1.29e+04	0.486	1
hetio-ind_perm-2	CdGdAdGdD	0.35	0.577	0.261	5.18e+04	1.91	1
hetio-ind_perm-2	CdGdAdGuD	0.359	0.588	0.265	5.13e+04	1.87	1
hetio-ind_perm-2	CdGdAeGaD	0.68	0.611	0.32	3.6e+04	1.28	1
hetio-ind_perm-2	CdGdAeGdD	0.35	0.576	0.26	1.42e+05	5.09	1
hetio-ind_perm-2	CdGdAeGuD	0.359	0.588	0.266	1.49e+05	5.23	1
hetio-ind_perm-2	CdGdAlD	0.544	0.583	0.276	36.7	0.0323	1
hetio-ind_perm-2	CdGdAlDrD	0.63	0.561	0.259	331	0.0266	1
hetio-ind_perm-2	CdGdAuGaD	0.68	0.611	0.321	1.15e+04	0.409	1
hetio-ind_perm-2	CdGdAuGdD	0.35	0.577	0.261	4.56e+04	1.63	1
hetio-ind_perm-2	CdGdAuGuD	0.359	0.588	0.266	4.91e+04	1.71	1
hetio-ind_perm-2	CdGdCbGaD	0.666	0.612	0.311	854	0.0508	1
hetio-ind_perm-2	CdGdCbGdD	0.315	0.566	0.254	725	0.0441	1
hetio-ind_perm-2	CdGdCbGuD	0.3	0.563	0.254	604	0.0387	1
hetio-ind_perm-2	CdGdCdGaD	0.675	0.615	0.326	7.45e+03	0.295	1
hetio-ind_perm-2	CdGdCdGdD	0.341	0.578	0.262	2.5e+04	0.95	1
hetio-ind_perm-2	CdGdCdGuD	0.345	0.584	0.265	3.34e+04	1.24	1
hetio-ind_perm-2	CdGdCpD	0.171	0.572	0.303	1.77	0.0119	1
hetio-ind_perm-2	CdGdCpDrD	0.372	0.562	0.253	13.6	0.0191	1
hetio-ind_perm-2	CdGdCrCpD	0.255	0.599	0.32	21.6	0.0172	1
hetio-ind_perm-2	CdGdCrCtD	0.558	0.641	0.345	74.4	0.0236	1
hetio-ind_perm-2	CdGdCtD	0.55	0.628	0.316	43	0.0169	1
hetio-ind_perm-2	CdGdCtDrD	0.601	0.574	0.264	178	0.0266	1
hetio-ind_perm-2	CdGdCuGaD	0.675	0.618	0.324	9.23e+03	0.354	1
hetio-ind_perm-2	CdGdCuGdD	0.341	0.579	0.262	2.41e+04	0.903	1
hetio-ind_perm-2	CdGdCuGuD	0.347	0.585	0.265	2.82e+04	1.05	1
hetio-ind_perm-2	CdGdD	0.139	0.535	0.257	2.61	0.0136	1
hetio-ind_perm-2	CdGdDaGaD	0.678	0.607	0.316	1.99e+03	0.0912	1
hetio-ind_perm-2	CdGdDaGdD	0.321	0.57	0.259	1.23e+03	0.0616	1
hetio-ind_perm-2	CdGdDaGuD	0.322	0.57	0.26	1.6e+03	0.0743	1
hetio-ind_perm-2	CdGdDdGaD	0.681	0.611	0.322	5.05e+03	0.209	1
hetio-ind_perm-2	CdGdDdGdD	0.35	0.577	0.262	2.22e+04	0.893	1
hetio-ind_perm-2	CdGdDdGuD	0.35	0.584	0.265	2.01e+04	0.794	1
hetio-ind_perm-2	CdGdDlAlD	0.657	0.588	0.287	361	0.0293	1
hetio-ind_perm-2	CdGdDpCpD	0.167	0.579	0.322	5.38	0.012	1
