metapath	metaedge	metaedge_abbrev
CpDaGdDrD	Compound - palliates - Disease	CpD
CpDaGdDrD	Disease - associates - Gene	DaG
CpDaGdDrD	Disease - downregulates - Gene	DdG
CpDaGdDrD	Disease - resembles - Disease	DrD
CpDaGeAlD	Compound - palliates - Disease	CpD
CpDaGeAlD	Disease - associates - Gene	DaG
CpDaGeAlD	Anatomy - expresses - Gene	AeG
CpDaGeAlD	Disease - localizes - Anatomy	DlA
CpDaGiGaD	Compound - palliates - Disease	CpD
CpDaGiGaD	Disease - associates - Gene	DaG
CpDaGiGaD	Gene - interacts - Gene	GiG
CpDaGiGaD	Disease - associates - Gene	DaG
CpDaGiGdD	Compound - palliates - Disease	CpD
CpDaGiGdD	Disease - associates - Gene	DaG
CpDaGiGdD	Gene - interacts - Gene	GiG
CpDaGiGdD	Disease - downregulates - Gene	DdG
CpDaGiGuD	Compound - palliates - Disease	CpD
CpDaGiGuD	Disease - associates - Gene	DaG
CpDaGiGuD	Gene - interacts - Gene	GiG
CpDaGiGuD	Disease - upregulates - Gene	DuG
CpDaGr>GaD	Compound - palliates - Disease	CpD
CpDaGr>GaD	Disease - associates - Gene	DaG
CpDaGr>GaD	Gene > regulates > Gene	GrG
CpDaGr>GaD	Disease - associates - Gene	DaG
CpDaGr>GdD	Compound - palliates - Disease	CpD
CpDaGr>GdD	Disease - associates - Gene	DaG
CpDaGr>GdD	Gene > regulates > Gene	GrG
CpDaGr>GdD	Disease - downregulates - Gene	DdG
CpDaGr>GuD	Compound - palliates - Disease	CpD
CpDaGr>GuD	Disease - associates - Gene	DaG
CpDaGr>GuD	Gene > regulates > Gene	GrG
CpDaGr>GuD	Disease - upregulates - Gene	DuG
CpDaGuAlD	Compound - palliates - Disease	CpD
CpDaGuAlD	Disease - associates - Gene	DaG
CpDaGuAlD	Anatomy - upregulates - Gene	AuG
CpDaGuAlD	Disease - localizes - Anatomy	DlA
CpDaGuCpD	Compound - palliates - Disease	CpD
CpDaGuCpD	Disease - associates - Gene	DaG
CpDaGuCpD	Compound - upregulates - Gene	CuG
CpDaGuCpD	Compound - palliates - Disease	CpD
CpDaGuCtD	Compound - palliates - Disease	CpD
CpDaGuCtD	Disease - associates - Gene	DaG
CpDaGuCtD	Compound - upregulates - Gene	CuG
CpDaGuCtD	Compound - treats - Disease	CtD
CpDaGuDrD	Compound - palliates - Disease	CpD
CpDaGuDrD	Disease - associates - Gene	DaG
CpDaGuDrD	Disease - upregulates - Gene	DuG
CpDaGuDrD	Disease - resembles - Disease	DrD
CpDdG<rGaD	Compound - palliates - Disease	CpD
CpDdG<rGaD	Disease - downregulates - Gene	DdG
CpDdG<rGaD	Gene > regulates > Gene	GrG
CpDdG<rGaD	Disease - associates - Gene	DaG
CpDdG<rGdD	Compound - palliates - Disease	CpD
CpDdG<rGdD	Disease - downregulates - Gene	DdG
CpDdG<rGdD	Gene > regulates > Gene	GrG
CpDdG<rGdD	Disease - downregulates - Gene	DdG
CpDdG<rGuD	Compound - palliates - Disease	CpD
CpDdG<rGuD	Disease - downregulates - Gene	DdG
CpDdG<rGuD	Gene > regulates > Gene	GrG
CpDdG<rGuD	Disease - upregulates - Gene	DuG
CpDdGaDrD	Compound - palliates - Disease	CpD
CpDdGaDrD	Disease - downregulates - Gene	DdG
CpDdGaDrD	Disease - associates - Gene	DaG
CpDdGaDrD	Disease - resembles - Disease	DrD
CpDdGbCpD	Compound - palliates - Disease	CpD
CpDdGbCpD	Disease - downregulates - Gene	DdG
CpDdGbCpD	Compound - binds - Gene	CbG
CpDdGbCpD	Compound - palliates - Disease	CpD
CpDdGbCtD	Compound - palliates - Disease	CpD
CpDdGbCtD	Disease - downregulates - Gene	DdG
CpDdGbCtD	Compound - binds - Gene	CbG
CpDdGbCtD	Compound - treats - Disease	CtD
CpDdGcGaD	Compound - palliates - Disease	CpD
CpDdGcGaD	Disease - downregulates - Gene	DdG
CpDdGcGaD	Gene - covaries - Gene	GcG
CpDdGcGaD	Disease - associates - Gene	DaG
CpDdGcGdD	Compound - palliates - Disease	CpD
CpDdGcGdD	Disease - downregulates - Gene	DdG
CpDdGcGdD	Gene - covaries - Gene	GcG
CpDdGcGdD	Disease - downregulates - Gene	DdG
CpDdGcGuD	Compound - palliates - Disease	CpD
CpDdGcGuD	Disease - downregulates - Gene	DdG
CpDdGcGuD	Gene - covaries - Gene	GcG
CpDdGcGuD	Disease - upregulates - Gene	DuG
CpDdGdAlD	Compound - palliates - Disease	CpD
CpDdGdAlD	Disease - downregulates - Gene	DdG
CpDdGdAlD	Anatomy - downregulates - Gene	AdG
CpDdGdAlD	Disease - localizes - Anatomy	DlA
CpDdGdCpD	Compound - palliates - Disease	CpD
CpDdGdCpD	Disease - downregulates - Gene	DdG
CpDdGdCpD	Compound - downregulates - Gene	CdG
CpDdGdCpD	Compound - palliates - Disease	CpD
CpDdGdCtD	Compound - palliates - Disease	CpD
CpDdGdCtD	Disease - downregulates - Gene	DdG
CpDdGdCtD	Compound - downregulates - Gene	CdG
CpDdGdCtD	Compound - treats - Disease	CtD
CpDdGdDrD	Compound - palliates - Disease	CpD
CpDdGdDrD	Disease - downregulates - Gene	DdG
CpDdGdDrD	Disease - downregulates - Gene	DdG
CpDdGdDrD	Disease - resembles - Disease	DrD
CpDdGeAlD	Compound - palliates - Disease	CpD
CpDdGeAlD	Disease - downregulates - Gene	DdG
CpDdGeAlD	Anatomy - expresses - Gene	AeG
CpDdGeAlD	Disease - localizes - Anatomy	DlA
CpDdGiGaD	Compound - palliates - Disease	CpD
CpDdGiGaD	Disease - downregulates - Gene	DdG
CpDdGiGaD	Gene - interacts - Gene	GiG
CpDdGiGaD	Disease - associates - Gene	DaG
CpDdGiGdD	Compound - palliates - Disease	CpD
CpDdGiGdD	Disease - downregulates - Gene	DdG
CpDdGiGdD	Gene - interacts - Gene	GiG
CpDdGiGdD	Disease - downregulates - Gene	DdG
CpDdGiGuD	Compound - palliates - Disease	CpD
CpDdGiGuD	Disease - downregulates - Gene	DdG
CpDdGiGuD	Gene - interacts - Gene	GiG
CpDdGiGuD	Disease - upregulates - Gene	DuG
CpDdGr>GaD	Compound - palliates - Disease	CpD
CpDdGr>GaD	Disease - downregulates - Gene	DdG
CpDdGr>GaD	Gene > regulates > Gene	GrG
CpDdGr>GaD	Disease - associates - Gene	DaG
CpDdGr>GdD	Compound - palliates - Disease	CpD
CpDdGr>GdD	Disease - downregulates - Gene	DdG
CpDdGr>GdD	Gene > regulates > Gene	GrG
CpDdGr>GdD	Disease - downregulates - Gene	DdG
CpDdGr>GuD	Compound - palliates - Disease	CpD
CpDdGr>GuD	Disease - downregulates - Gene	DdG
CpDdGr>GuD	Gene > regulates > Gene	GrG
CpDdGr>GuD	Disease - upregulates - Gene	DuG
CpDdGuAlD	Compound - palliates - Disease	CpD
CpDdGuAlD	Disease - downregulates - Gene	DdG
CpDdGuAlD	Anatomy - upregulates - Gene	AuG
CpDdGuAlD	Disease - localizes - Anatomy	DlA
CpDdGuCpD	Compound - palliates - Disease	CpD
CpDdGuCpD	Disease - downregulates - Gene	DdG
CpDdGuCpD	Compound - upregulates - Gene	CuG
CpDdGuCpD	Compound - palliates - Disease	CpD
CpDdGuCtD	Compound - palliates - Disease	CpD
CpDdGuCtD	Disease - downregulates - Gene	DdG
CpDdGuCtD	Compound - upregulates - Gene	CuG
CpDdGuCtD	Compound - treats - Disease	CtD
CpDdGuDrD	Compound - palliates - Disease	CpD
CpDdGuDrD	Disease - downregulates - Gene	DdG
CpDdGuDrD	Disease - upregulates - Gene	DuG
CpDdGuDrD	Disease - resembles - Disease	DrD
CpDlAdGaD	Compound - palliates - Disease	CpD
CpDlAdGaD	Disease - localizes - Anatomy	DlA
CpDlAdGaD	Anatomy - downregulates - Gene	AdG
CpDlAdGaD	Disease - associates - Gene	DaG
CpDlAdGdD	Compound - palliates - Disease	CpD
CpDlAdGdD	Disease - localizes - Anatomy	DlA
CpDlAdGdD	Anatomy - downregulates - Gene	AdG
CpDlAdGdD	Disease - downregulates - Gene	DdG
CpDlAdGuD	Compound - palliates - Disease	CpD
CpDlAdGuD	Disease - localizes - Anatomy	DlA
CpDlAdGuD	Anatomy - downregulates - Gene	AdG
CpDlAdGuD	Disease - upregulates - Gene	DuG
CpDlAeGaD	Compound - palliates - Disease	CpD
CpDlAeGaD	Disease - localizes - Anatomy	DlA
CpDlAeGaD	Anatomy - expresses - Gene	AeG
CpDlAeGaD	Disease - associates - Gene	DaG
CpDlAeGdD	Compound - palliates - Disease	CpD
CpDlAeGdD	Disease - localizes - Anatomy	DlA
CpDlAeGdD	Anatomy - expresses - Gene	AeG
CpDlAeGdD	Disease - downregulates - Gene	DdG
CpDlAeGuD	Compound - palliates - Disease	CpD
CpDlAeGuD	Disease - localizes - Anatomy	DlA
CpDlAeGuD	Anatomy - expresses - Gene	AeG
CpDlAeGuD	Disease - upregulates - Gene	DuG
CpDlAlDrD	Compound - palliates - Disease	CpD
CpDlAlDrD	Disease - localizes - Anatomy	DlA
CpDlAlDrD	Disease - localizes - Anatomy	DlA
CpDlAlDrD	Disease - resembles - Disease	DrD
CpDlAuGaD	Compound - palliates - Disease	CpD
CpDlAuGaD	Disease - localizes - Anatomy	DlA
CpDlAuGaD	Anatomy - upregulates - Gene	AuG
CpDlAuGaD	Disease - associates - Gene	DaG
CpDlAuGdD	Compound - palliates - Disease	CpD
CpDlAuGdD	Disease - localizes - Anatomy	DlA
CpDlAuGdD	Anatomy - upregulates - Gene	AuG
CpDlAuGdD	Disease - downregulates - Gene	DdG
CpDlAuGuD	Compound - palliates - Disease	CpD
CpDlAuGuD	Disease - localizes - Anatomy	DlA
CpDlAuGuD	Anatomy - upregulates - Gene	AuG
CpDlAuGuD	Disease - upregulates - Gene	DuG
CpDpCbGaD	Compound - palliates - Disease	CpD
CpDpCbGaD	Compound - palliates - Disease	CpD
CpDpCbGaD	Compound - binds - Gene	CbG
CpDpCbGaD	Disease - associates - Gene	DaG
CpDpCbGdD	Compound - palliates - Disease	CpD
CpDpCbGdD	Compound - palliates - Disease	CpD
CpDpCbGdD	Compound - binds - Gene	CbG
CpDpCbGdD	Disease - downregulates - Gene	DdG
CpDpCbGuD	Compound - palliates - Disease	CpD
CpDpCbGuD	Compound - palliates - Disease	CpD
CpDpCbGuD	Compound - binds - Gene	CbG
CpDpCbGuD	Disease - upregulates - Gene	DuG
CpDpCdGaD	Compound - palliates - Disease	CpD
CpDpCdGaD	Compound - palliates - Disease	CpD
CpDpCdGaD	Compound - downregulates - Gene	CdG
CpDpCdGaD	Disease - associates - Gene	DaG
CpDpCdGdD	Compound - palliates - Disease	CpD
CpDpCdGdD	Compound - palliates - Disease	CpD
CpDpCdGdD	Compound - downregulates - Gene	CdG
CpDpCdGdD	Disease - downregulates - Gene	DdG
CpDpCdGuD	Compound - palliates - Disease	CpD
CpDpCdGuD	Compound - palliates - Disease	CpD
CpDpCdGuD	Compound - downregulates - Gene	CdG
CpDpCdGuD	Disease - upregulates - Gene	DuG
CpDpCpDrD	Compound - palliates - Disease	CpD
CpDpCpDrD	Compound - palliates - Disease	CpD
CpDpCpDrD	Compound - palliates - Disease	CpD
CpDpCpDrD	Disease - resembles - Disease	DrD
CpDpCrCpD	Compound - palliates - Disease	CpD
CpDpCrCpD	Compound - palliates - Disease	CpD
CpDpCrCpD	Compound - resembles - Compound	CrC
CpDpCrCpD	Compound - palliates - Disease	CpD
CpDpCrCtD	Compound - palliates - Disease	CpD
CpDpCrCtD	Compound - palliates - Disease	CpD
CpDpCrCtD	Compound - resembles - Compound	CrC
CpDpCrCtD	Compound - treats - Disease	CtD
CpDpCtDrD	Compound - palliates - Disease	CpD
CpDpCtDrD	Compound - palliates - Disease	CpD
CpDpCtDrD	Compound - treats - Disease	CtD
CpDpCtDrD	Disease - resembles - Disease	DrD
CpDpCuGaD	Compound - palliates - Disease	CpD
CpDpCuGaD	Compound - palliates - Disease	CpD
CpDpCuGaD	Compound - upregulates - Gene	CuG
CpDpCuGaD	Disease - associates - Gene	DaG
CpDpCuGdD	Compound - palliates - Disease	CpD
CpDpCuGdD	Compound - palliates - Disease	CpD
CpDpCuGdD	Compound - upregulates - Gene	CuG
CpDpCuGdD	Disease - downregulates - Gene	DdG
CpDpCuGuD	Compound - palliates - Disease	CpD
CpDpCuGuD	Compound - palliates - Disease	CpD
CpDpCuGuD	Compound - upregulates - Gene	CuG
CpDpCuGuD	Disease - upregulates - Gene	DuG
CpDpSpDrD	Compound - palliates - Disease	CpD
CpDpSpDrD	Disease - presents - Symptom	DpS
CpDpSpDrD	Disease - presents - Symptom	DpS
CpDpSpDrD	Disease - resembles - Disease	DrD
CpDrDaGaD	Compound - palliates - Disease	CpD
CpDrDaGaD	Disease - resembles - Disease	DrD
CpDrDaGaD	Disease - associates - Gene	DaG
CpDrDaGaD	Disease - associates - Gene	DaG
CpDrDaGdD	Compound - palliates - Disease	CpD
CpDrDaGdD	Disease - resembles - Disease	DrD
CpDrDaGdD	Disease - associates - Gene	DaG
CpDrDaGdD	Disease - downregulates - Gene	DdG
CpDrDaGuD	Compound - palliates - Disease	CpD
CpDrDaGuD	Disease - resembles - Disease	DrD
CpDrDaGuD	Disease - associates - Gene	DaG
CpDrDaGuD	Disease - upregulates - Gene	DuG
CpDrDdGaD	Compound - palliates - Disease	CpD
CpDrDdGaD	Disease - resembles - Disease	DrD
CpDrDdGaD	Disease - downregulates - Gene	DdG
CpDrDdGaD	Disease - associates - Gene	DaG
CpDrDdGdD	Compound - palliates - Disease	CpD
CpDrDdGdD	Disease - resembles - Disease	DrD
CpDrDdGdD	Disease - downregulates - Gene	DdG
CpDrDdGdD	Disease - downregulates - Gene	DdG
CpDrDdGuD	Compound - palliates - Disease	CpD
CpDrDdGuD	Disease - resembles - Disease	DrD
CpDrDdGuD	Disease - downregulates - Gene	DdG
CpDrDdGuD	Disease - upregulates - Gene	DuG
CpDrDlAlD	Compound - palliates - Disease	CpD
CpDrDlAlD	Disease - resembles - Disease	DrD
CpDrDlAlD	Disease - localizes - Anatomy	DlA
CpDrDlAlD	Disease - localizes - Anatomy	DlA
CpDrDpCpD	Compound - palliates - Disease	CpD
CpDrDpCpD	Disease - resembles - Disease	DrD
CpDrDpCpD	Compound - palliates - Disease	CpD
CpDrDpCpD	Compound - palliates - Disease	CpD
CpDrDpCtD	Compound - palliates - Disease	CpD
CpDrDpCtD	Disease - resembles - Disease	DrD
CpDrDpCtD	Compound - palliates - Disease	CpD
CpDrDpCtD	Compound - treats - Disease	CtD
CpDrDpSpD	Compound - palliates - Disease	CpD
CpDrDpSpD	Disease - resembles - Disease	DrD
CpDrDpSpD	Disease - presents - Symptom	DpS
CpDrDpSpD	Disease - presents - Symptom	DpS
CpDrDrDrD	Compound - palliates - Disease	CpD
CpDrDrDrD	Disease - resembles - Disease	DrD
CpDrDrDrD	Disease - resembles - Disease	DrD
CpDrDrDrD	Disease - resembles - Disease	DrD
CpDrDtCpD	Compound - palliates - Disease	CpD
CpDrDtCpD	Disease - resembles - Disease	DrD
CpDrDtCpD	Compound - treats - Disease	CtD
CpDrDtCpD	Compound - palliates - Disease	CpD
CpDrDtCtD	Compound - palliates - Disease	CpD
CpDrDtCtD	Disease - resembles - Disease	DrD
CpDrDtCtD	Compound - treats - Disease	CtD
CpDrDtCtD	Compound - treats - Disease	CtD
CpDrDuGaD	Compound - palliates - Disease	CpD
CpDrDuGaD	Disease - resembles - Disease	DrD
CpDrDuGaD	Disease - upregulates - Gene	DuG
CpDrDuGaD	Disease - associates - Gene	DaG
CpDrDuGdD	Compound - palliates - Disease	CpD
CpDrDuGdD	Disease - resembles - Disease	DrD
CpDrDuGdD	Disease - upregulates - Gene	DuG
CpDrDuGdD	Disease - downregulates - Gene	DdG
CpDrDuGuD	Compound - palliates - Disease	CpD
CpDrDuGuD	Disease - resembles - Disease	DrD
CpDrDuGuD	Disease - upregulates - Gene	DuG
CpDrDuGuD	Disease - upregulates - Gene	DuG
CpDtCbGaD	Compound - palliates - Disease	CpD
CpDtCbGaD	Compound - treats - Disease	CtD
CpDtCbGaD	Compound - binds - Gene	CbG
CpDtCbGaD	Disease - associates - Gene	DaG
CpDtCbGdD	Compound - palliates - Disease	CpD
CpDtCbGdD	Compound - treats - Disease	CtD
CpDtCbGdD	Compound - binds - Gene	CbG
CpDtCbGdD	Disease - downregulates - Gene	DdG
CpDtCbGuD	Compound - palliates - Disease	CpD
CpDtCbGuD	Compound - treats - Disease	CtD
CpDtCbGuD	Compound - binds - Gene	CbG
CpDtCbGuD	Disease - upregulates - Gene	DuG
CpDtCdGaD	Compound - palliates - Disease	CpD
CpDtCdGaD	Compound - treats - Disease	CtD
CpDtCdGaD	Compound - downregulates - Gene	CdG
CpDtCdGaD	Disease - associates - Gene	DaG
CpDtCdGdD	Compound - palliates - Disease	CpD
CpDtCdGdD	Compound - treats - Disease	CtD
CpDtCdGdD	Compound - downregulates - Gene	CdG
CpDtCdGdD	Disease - downregulates - Gene	DdG
CpDtCdGuD	Compound - palliates - Disease	CpD
CpDtCdGuD	Compound - treats - Disease	CtD
CpDtCdGuD	Compound - downregulates - Gene	CdG
CpDtCdGuD	Disease - upregulates - Gene	DuG
CpDtCpDrD	Compound - palliates - Disease	CpD
CpDtCpDrD	Compound - treats - Disease	CtD
CpDtCpDrD	Compound - palliates - Disease	CpD
CpDtCpDrD	Disease - resembles - Disease	DrD
CpDtCrCpD	Compound - palliates - Disease	CpD
CpDtCrCpD	Compound - treats - Disease	CtD
CpDtCrCpD	Compound - resembles - Compound	CrC
CpDtCrCpD	Compound - palliates - Disease	CpD
CpDtCrCtD	Compound - palliates - Disease	CpD
CpDtCrCtD	Compound - treats - Disease	CtD
CpDtCrCtD	Compound - resembles - Compound	CrC
CpDtCrCtD	Compound - treats - Disease	CtD
CpDtCtDrD	Compound - palliates - Disease	CpD
CpDtCtDrD	Compound - treats - Disease	CtD
CpDtCtDrD	Compound - treats - Disease	CtD
CpDtCtDrD	Disease - resembles - Disease	DrD
CpDtCuGaD	Compound - palliates - Disease	CpD
CpDtCuGaD	Compound - treats - Disease	CtD
CpDtCuGaD	Compound - upregulates - Gene	CuG
CpDtCuGaD	Disease - associates - Gene	DaG
CpDtCuGdD	Compound - palliates - Disease	CpD
CpDtCuGdD	Compound - treats - Disease	CtD
CpDtCuGdD	Compound - upregulates - Gene	CuG
CpDtCuGdD	Disease - downregulates - Gene	DdG
CpDtCuGuD	Compound - palliates - Disease	CpD
CpDtCuGuD	Compound - treats - Disease	CtD
CpDtCuGuD	Compound - upregulates - Gene	CuG
CpDtCuGuD	Disease - upregulates - Gene	DuG
CpDuG<rGaD	Compound - palliates - Disease	CpD
CpDuG<rGaD	Disease - upregulates - Gene	DuG
CpDuG<rGaD	Gene > regulates > Gene	GrG
CpDuG<rGaD	Disease - associates - Gene	DaG
CpDuG<rGdD	Compound - palliates - Disease	CpD
CpDuG<rGdD	Disease - upregulates - Gene	DuG
CpDuG<rGdD	Gene > regulates > Gene	GrG
CpDuG<rGdD	Disease - downregulates - Gene	DdG
CpDuG<rGuD	Compound - palliates - Disease	CpD
CpDuG<rGuD	Disease - upregulates - Gene	DuG
CpDuG<rGuD	Gene > regulates > Gene	GrG
CpDuG<rGuD	Disease - upregulates - Gene	DuG
CpDuGaDrD	Compound - palliates - Disease	CpD
CpDuGaDrD	Disease - upregulates - Gene	DuG
CpDuGaDrD	Disease - associates - Gene	DaG
CpDuGaDrD	Disease - resembles - Disease	DrD
CpDuGbCpD	Compound - palliates - Disease	CpD
CpDuGbCpD	Disease - upregulates - Gene	DuG
CpDuGbCpD	Compound - binds - Gene	CbG
CpDuGbCpD	Compound - palliates - Disease	CpD
CpDuGbCtD	Compound - palliates - Disease	CpD
CpDuGbCtD	Disease - upregulates - Gene	DuG
CpDuGbCtD	Compound - binds - Gene	CbG
CpDuGbCtD	Compound - treats - Disease	CtD
CpDuGcGaD	Compound - palliates - Disease	CpD
CpDuGcGaD	Disease - upregulates - Gene	DuG
CpDuGcGaD	Gene - covaries - Gene	GcG
CpDuGcGaD	Disease - associates - Gene	DaG
CpDuGcGdD	Compound - palliates - Disease	CpD
CpDuGcGdD	Disease - upregulates - Gene	DuG
CpDuGcGdD	Gene - covaries - Gene	GcG
CpDuGcGdD	Disease - downregulates - Gene	DdG
CpDuGcGuD	Compound - palliates - Disease	CpD
CpDuGcGuD	Disease - upregulates - Gene	DuG
CpDuGcGuD	Gene - covaries - Gene	GcG
CpDuGcGuD	Disease - upregulates - Gene	DuG
CpDuGdAlD	Compound - palliates - Disease	CpD
CpDuGdAlD	Disease - upregulates - Gene	DuG
CpDuGdAlD	Anatomy - downregulates - Gene	AdG
CpDuGdAlD	Disease - localizes - Anatomy	DlA
CpDuGdCpD	Compound - palliates - Disease	CpD
CpDuGdCpD	Disease - upregulates - Gene	DuG
CpDuGdCpD	Compound - downregulates - Gene	CdG
CpDuGdCpD	Compound - palliates - Disease	CpD
CpDuGdCtD	Compound - palliates - Disease	CpD
CpDuGdCtD	Disease - upregulates - Gene	DuG
CpDuGdCtD	Compound - downregulates - Gene	CdG
CpDuGdCtD	Compound - treats - Disease	CtD
CpDuGdDrD	Compound - palliates - Disease	CpD
CpDuGdDrD	Disease - upregulates - Gene	DuG
CpDuGdDrD	Disease - downregulates - Gene	DdG
CpDuGdDrD	Disease - resembles - Disease	DrD
CpDuGeAlD	Compound - palliates - Disease	CpD
CpDuGeAlD	Disease - upregulates - Gene	DuG
CpDuGeAlD	Anatomy - expresses - Gene	AeG
CpDuGeAlD	Disease - localizes - Anatomy	DlA
CpDuGiGaD	Compound - palliates - Disease	CpD
CpDuGiGaD	Disease - upregulates - Gene	DuG
CpDuGiGaD	Gene - interacts - Gene	GiG
CpDuGiGaD	Disease - associates - Gene	DaG
CpDuGiGdD	Compound - palliates - Disease	CpD
CpDuGiGdD	Disease - upregulates - Gene	DuG
CpDuGiGdD	Gene - interacts - Gene	GiG
CpDuGiGdD	Disease - downregulates - Gene	DdG
CpDuGiGuD	Compound - palliates - Disease	CpD
CpDuGiGuD	Disease - upregulates - Gene	DuG
CpDuGiGuD	Gene - interacts - Gene	GiG
CpDuGiGuD	Disease - upregulates - Gene	DuG
CpDuGr>GaD	Compound - palliates - Disease	CpD
CpDuGr>GaD	Disease - upregulates - Gene	DuG
CpDuGr>GaD	Gene > regulates > Gene	GrG
CpDuGr>GaD	Disease - associates - Gene	DaG
CpDuGr>GdD	Compound - palliates - Disease	CpD
CpDuGr>GdD	Disease - upregulates - Gene	DuG
CpDuGr>GdD	Gene > regulates > Gene	GrG
CpDuGr>GdD	Disease - downregulates - Gene	DdG
CpDuGr>GuD	Compound - palliates - Disease	CpD
CpDuGr>GuD	Disease - upregulates - Gene	DuG
CpDuGr>GuD	Gene > regulates > Gene	GrG
CpDuGr>GuD	Disease - upregulates - Gene	DuG
CpDuGuAlD	Compound - palliates - Disease	CpD
CpDuGuAlD	Disease - upregulates - Gene	DuG
CpDuGuAlD	Anatomy - upregulates - Gene	AuG
CpDuGuAlD	Disease - localizes - Anatomy	DlA
CpDuGuCpD	Compound - palliates - Disease	CpD
CpDuGuCpD	Disease - upregulates - Gene	DuG
CpDuGuCpD	Compound - upregulates - Gene	CuG
CpDuGuCpD	Compound - palliates - Disease	CpD
CpDuGuCtD	Compound - palliates - Disease	CpD
CpDuGuCtD	Disease - upregulates - Gene	DuG
CpDuGuCtD	Compound - upregulates - Gene	CuG
CpDuGuCtD	Compound - treats - Disease	CtD
CpDuGuDrD	Compound - palliates - Disease	CpD
CpDuGuDrD	Disease - upregulates - Gene	DuG
CpDuGuDrD	Disease - upregulates - Gene	DuG
CpDuGuDrD	Disease - resembles - Disease	DrD
CrCbG<rGaD	Compound - resembles - Compound	CrC
CrCbG<rGaD	Compound - binds - Gene	CbG
CrCbG<rGaD	Gene > regulates > Gene	GrG
CrCbG<rGaD	Disease - associates - Gene	DaG
CrCbG<rGdD	Compound - resembles - Compound	CrC
CrCbG<rGdD	Compound - binds - Gene	CbG
CrCbG<rGdD	Gene > regulates > Gene	GrG
CrCbG<rGdD	Disease - downregulates - Gene	DdG
CrCbG<rGuD	Compound - resembles - Compound	CrC
CrCbG<rGuD	Compound - binds - Gene	CbG
CrCbG<rGuD	Gene > regulates > Gene	GrG
CrCbG<rGuD	Disease - upregulates - Gene	DuG
CrCbGaDrD	Compound - resembles - Compound	CrC
CrCbGaDrD	Compound - binds - Gene	CbG
CrCbGaDrD	Disease - associates - Gene	DaG
CrCbGaDrD	Disease - resembles - Disease	DrD
CrCbGbCpD	Compound - resembles - Compound	CrC
CrCbGbCpD	Compound - binds - Gene	CbG
CrCbGbCpD	Compound - binds - Gene	CbG
CrCbGbCpD	Compound - palliates - Disease	CpD
CrCbGbCtD	Compound - resembles - Compound	CrC
CrCbGbCtD	Compound - binds - Gene	CbG
CrCbGbCtD	Compound - binds - Gene	CbG
CrCbGbCtD	Compound - treats - Disease	CtD
CrCbGcGaD	Compound - resembles - Compound	CrC
CrCbGcGaD	Compound - binds - Gene	CbG
CrCbGcGaD	Gene - covaries - Gene	GcG
CrCbGcGaD	Disease - associates - Gene	DaG
CrCbGcGdD	Compound - resembles - Compound	CrC
CrCbGcGdD	Compound - binds - Gene	CbG
CrCbGcGdD	Gene - covaries - Gene	GcG
CrCbGcGdD	Disease - downregulates - Gene	DdG
CrCbGcGuD	Compound - resembles - Compound	CrC
CrCbGcGuD	Compound - binds - Gene	CbG
CrCbGcGuD	Gene - covaries - Gene	GcG
CrCbGcGuD	Disease - upregulates - Gene	DuG
CrCbGdAlD	Compound - resembles - Compound	CrC
CrCbGdAlD	Compound - binds - Gene	CbG
CrCbGdAlD	Anatomy - downregulates - Gene	AdG
CrCbGdAlD	Disease - localizes - Anatomy	DlA
CrCbGdCpD	Compound - resembles - Compound	CrC
CrCbGdCpD	Compound - binds - Gene	CbG
CrCbGdCpD	Compound - downregulates - Gene	CdG
CrCbGdCpD	Compound - palliates - Disease	CpD
CrCbGdCtD	Compound - resembles - Compound	CrC
CrCbGdCtD	Compound - binds - Gene	CbG
CrCbGdCtD	Compound - downregulates - Gene	CdG
CrCbGdCtD	Compound - treats - Disease	CtD
CrCbGdDrD	Compound - resembles - Compound	CrC
CrCbGdDrD	Compound - binds - Gene	CbG
CrCbGdDrD	Disease - downregulates - Gene	DdG
CrCbGdDrD	Disease - resembles - Disease	DrD
CrCbGeAlD	Compound - resembles - Compound	CrC
CrCbGeAlD	Compound - binds - Gene	CbG
CrCbGeAlD	Anatomy - expresses - Gene	AeG
CrCbGeAlD	Disease - localizes - Anatomy	DlA
CrCbGiGaD	Compound - resembles - Compound	CrC
CrCbGiGaD	Compound - binds - Gene	CbG
CrCbGiGaD	Gene - interacts - Gene	GiG
CrCbGiGaD	Disease - associates - Gene	DaG
CrCbGiGdD	Compound - resembles - Compound	CrC
CrCbGiGdD	Compound - binds - Gene	CbG
CrCbGiGdD	Gene - interacts - Gene	GiG
CrCbGiGdD	Disease - downregulates - Gene	DdG
CrCbGiGuD	Compound - resembles - Compound	CrC
CrCbGiGuD	Compound - binds - Gene	CbG
CrCbGiGuD	Gene - interacts - Gene	GiG
CrCbGiGuD	Disease - upregulates - Gene	DuG
CrCbGr>GaD	Compound - resembles - Compound	CrC
CrCbGr>GaD	Compound - binds - Gene	CbG
CrCbGr>GaD	Gene > regulates > Gene	GrG
CrCbGr>GaD	Disease - associates - Gene	DaG
CrCbGr>GdD	Compound - resembles - Compound	CrC
CrCbGr>GdD	Compound - binds - Gene	CbG
CrCbGr>GdD	Gene > regulates > Gene	GrG
CrCbGr>GdD	Disease - downregulates - Gene	DdG
CrCbGr>GuD	Compound - resembles - Compound	CrC
